"Country","Sex","Cause","Year","Value"
"Australia","Female","Diseases of the circulatory system",1987,495.9
"Australia","Female","Diseases of the circulatory system",1986,500.6
"Australia","Female","Diseases of the circulatory system",1985,553
"Australia","Female","Diseases of the circulatory system",1984,549.9
"Australia","Female","Diseases of the circulatory system",1983,549.6
"Australia","Female","Diseases of the circulatory system",1982,590.9
"Australia","Female","Diseases of the circulatory system",1981,586.4
"Australia","Female","Diseases of the circulatory system",1980,615.4
"Australia","Female","Diseases of the circulatory system",1979,627.3
"Australia","Female","Diseases of the circulatory system",1978,667.9
"Australia","Female","Diseases of the circulatory system",1977,693.1
"Australia","Female","Diseases of the circulatory system",1976,726
"Austria","Male","Diseases of the circulatory system",2021,325.2
"Austria","Male","Diseases of the circulatory system",2020,341.6
"Austria","Male","Diseases of the circulatory system",2019,341.9
"Austria","Male","Diseases of the circulatory system",2018,353.5
"Austria","Male","Diseases of the circulatory system",2017,356.9
"Austria","Male","Diseases of the circulatory system",2016,370.9
"Austria","Male","Diseases of the circulatory system",2015,401.8
"Austria","Male","Diseases of the circulatory system",2014,384
"Austria","Male","Diseases of the circulatory system",2013,405.9
"Austria","Male","Diseases of the circulatory system",2012,407.4
"Austria","Male","Diseases of the circulatory system",2011,410.3
"Austria","Male","Diseases of the circulatory system",2010,429.9
"Austria","Male","Diseases of the circulatory system",2009,440.9
"Austria","Male","Diseases of the circulatory system",2008,442.3
"Austria","Male","Diseases of the circulatory system",2007,463.1
"Austria","Male","Diseases of the circulatory system",2006,477
"Austria","Male","Diseases of the circulatory system",2005,490.7
"Austria","Male","Diseases of the circulatory system",2004,511.7
"Austria","Male","Diseases of the circulatory system",2003,548.6
"Austria","Male","Diseases of the circulatory system",2002,591.6
"Austria","Male","Diseases of the circulatory system",2001,618.5
"Austria","Male","Diseases of the circulatory system",2000,657.2
"Austria","Male","Diseases of the circulatory system",1999,705.2
"Austria","Male","Diseases of the circulatory system",1998,737.4
"Austria","Male","Diseases of the circulatory system",1997,760.5
"Austria","Male","Diseases of the circulatory system",1996,764.8
"Austria","Male","Diseases of the circulatory system",1995,772.4
"Austria","Male","Diseases of the circulatory system",1994,768.5
"Austria","Male","Diseases of the circulatory system",1993,798.7
"Austria","Male","Diseases of the circulatory system",1992,815.3
"Austria","Male","Diseases of the circulatory system",1991,812.2
"Austria","Male","Diseases of the circulatory system",1990,805.7
"Austria","Male","Diseases of the circulatory system",1989,846
"Austria","Male","Diseases of the circulatory system",1988,859.6
"Austria","Male","Diseases of the circulatory system",1987,879.6
"Austria","Male","Diseases of the circulatory system",1986,928.4
"Austria","Male","Diseases of the circulatory system",1985,965.7
"Austria","Male","Diseases of the circulatory system",1984,955.9
"Austria","Male","Diseases of the circulatory system",1983,1034
