"Country","Sex","Cause","Year","Value"
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2000,1.7
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1999,1.6
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1998,1.7
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1997,1.8
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1996,1.9
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1995,2.1
"Belgium","Male","Diseases of the musculoskeletal system and connective tissue",1998,4.5
"Belgium","Male","Diseases of the musculoskeletal system and connective tissue",1997,5.4
"Belgium","Male","Diseases of the musculoskeletal system and connective tissue",1996,5.5
"Belgium","Male","Diseases of the musculoskeletal system and connective tissue",1995,5.4
"Belgium","Male","Diseases of the musculoskeletal system and connective tissue",1994,4.4
"Belgium","Male","Diseases of the musculoskeletal system and connective tissue",1993,4.7
"Belgium","Male","Diseases of the musculoskeletal system and connective tissue",1992,2.3
"Belgium","Male","Diseases of the musculoskeletal system and connective tissue",1991,2.7
"Belgium","Male","Diseases of the musculoskeletal system and connective tissue",1990,3
"Belgium","Male","Diseases of the musculoskeletal system and connective tissue",1989,2.5
"Belgium","Male","Diseases of the musculoskeletal system and connective tissue",1988,2.3
"Belgium","Male","Diseases of the musculoskeletal system and connective tissue",1987,1.7
"Belgium","Male","Diseases of the musculoskeletal system and connective tissue",1986,1.8
"Belgium","Male","Diseases of the musculoskeletal system and connective tissue",1985,1.8
"Belgium","Male","Diseases of the musculoskeletal system and connective tissue",1984,1.8
"Belgium","Male","Diseases of the musculoskeletal system and connective tissue",1983,1.7
